File ID	File Name	Data Category	Data Type	Project ID	Case ID	Sample ID	Sample Type
764c68c8-9c5c-4bc5-952c-8508b558d996	TCGA-FG-5964-01A-01-BS1.08b3ffb6-38e5-4765-9c92-10a00243fd7a.svs	Biospecimen	Slide Image	TCGA-LGG	TCGA-FG-5964	TCGA-FG-5964-01A	Primary Tumor
653512f8-a885-4cf2-8e0b-b290de1e472e	TCGA-FG-A87Q-01A-01-TSA.6434C350-A751-4C33-A355-F2AD717E4B81.svs	Biospecimen	Slide Image	TCGA-LGG	TCGA-FG-A87Q	TCGA-FG-A87Q-01A	Primary Tumor
b86c4286-e895-431a-be13-9713e3710fed	TCGA-P5-A5EZ-01A-01-TSA.493D0979-5605-4386-ADF6-EA97735A896D.svs	Biospecimen	Slide Image	TCGA-LGG	TCGA-P5-A5EZ	TCGA-P5-A5EZ-01A	Primary Tumor
642399ab-e652-4e96-bcca-90221ce04e67	TCGA-DU-A76R-01A-01-TS1.B0C0A0E7-B026-42BE-A8F7-8CBEB037AA7A.svs	Biospecimen	Slide Image	TCGA-LGG	TCGA-DU-A76R	TCGA-DU-A76R-01A	Primary Tumor
20ee3130-eaa9-4ba9-85a5-f6f7ecd243f4	TCGA-DB-A75P-01A-01-TSA.F312E70F-0D25-4DB4-948A-E05E58C05579.svs	Biospecimen	Slide Image	TCGA-LGG	TCGA-DB-A75P	TCGA-DB-A75P-01A	Primary Tumor
371b155f-6070-493d-9b21-6902784e189e	TCGA-CS-6666-01A-01-BS1.2d9aebc4-73a8-413a-9bb5-41b80eba3625.svs	Biospecimen	Slide Image	TCGA-LGG	TCGA-CS-6666	TCGA-CS-6666-01A	Primary Tumor
3160a4e1-3c59-4a27-8193-18e5c52a932f	TCGA-CS-6666-01A-01-TS1.798ad682-cd6c-4928-a885-6eea91efa9ae.svs	Biospecimen	Slide Image	TCGA-LGG	TCGA-CS-6666	TCGA-CS-6666-01A	Primary Tumor
40cd0efd-351e-422a-b00d-2ef36d59cce3	TCGA-TM-A7C5-01A-01-TS1.54A0DF2B-1269-4FB5-91B7-1061A9ACE8E4.svs	Biospecimen	Slide Image	TCGA-LGG	TCGA-TM-A7C5	TCGA-TM-A7C5-01A	Primary Tumor
b1750278-9b08-4a45-9a7e-268273ca5c05	TCGA-HT-7485-01A-01-TS1.d6a19f12-5ae8-445c-a850-3b01c579efa7.svs	Biospecimen	Slide Image	TCGA-LGG	TCGA-HT-7485	TCGA-HT-7485-01A	Primary Tumor
3fb2d8dd-d5d1-487d-8ce0-c9876020532e	TCGA-CS-5394-01A-01-TS1.257e8aca-5abc-4404-8c25-37dd417c1789.svs	Biospecimen	Slide Image	TCGA-LGG	TCGA-CS-5394	TCGA-CS-5394-01A	Primary Tumor
cb9de077-d840-4cca-81d0-8858109eff52	TCGA-CS-5394-01A-01-BS1.dbd677c6-30a2-4ba5-a81f-af72aff30dcf.svs	Biospecimen	Slide Image	TCGA-LGG	TCGA-CS-5394	TCGA-CS-5394-01A	Primary Tumor
73f69e94-9749-408d-b14c-5e96e75ed8ab	TCGA-HT-8113-01A-01-TS1.fc3a2518-e152-4912-a1ca-07ef1e60091f.svs	Biospecimen	Slide Image	TCGA-LGG	TCGA-HT-8113	TCGA-HT-8113-01A	Primary Tumor
47d7f62f-b4ec-49df-b123-e6d8d15c5cac	TCGA-HT-7884-01B-01-BS1.f2ced310-4468-4268-abc9-e6a12b16200f.svs	Biospecimen	Slide Image	TCGA-LGG	TCGA-HT-7884	TCGA-HT-7884-01B	Primary Tumor
22bd31e8-6e8f-4bbe-a4e6-0101db790cb8	TCGA-DB-A64U-01A-01-TSA.C68C9ACC-B011-4914-B035-56D6C846BFEF.svs	Biospecimen	Slide Image	TCGA-LGG	TCGA-DB-A64U	TCGA-DB-A64U-01A	Primary Tumor
64622ee5-2d30-414b-855f-a7f18a5aee55	TCGA-TM-A84L-01A-01-TS1.3DEAC019-AA8E-44FE-9C37-820B5D203438.svs	Biospecimen	Slide Image	TCGA-LGG	TCGA-TM-A84L	TCGA-TM-A84L-01A	Primary Tumor
8f374638-950f-4575-a61e-1253a6100e52	TCGA-HT-7676-01A-01-BS1.00e68225-1fd3-48e2-92f0-9ad0c3b8302c.svs	Biospecimen	Slide Image	TCGA-LGG	TCGA-HT-7676	TCGA-HT-7676-01A	Primary Tumor
4e00cbc3-e116-4744-ba6a-cf7dc058d368	TCGA-CS-4943-01A-01-TS1.e75e0ad1-e39e-4022-8cd5-d031fa40c0d1.svs	Biospecimen	Slide Image	TCGA-LGG	TCGA-CS-4943	TCGA-CS-4943-01A	Primary Tumor
afd0dd4e-a322-4396-8eb4-33086e2acf58	TCGA-DU-A7T6-01A-01-TS1.B4FAB91E-63D4-4241-9CAB-841D8CD84516.svs	Biospecimen	Slide Image	TCGA-LGG	TCGA-DU-A7T6	TCGA-DU-A7T6-01A	Primary Tumor
8a356ed0-b62f-43f6-8986-dcd535ddfa8f	TCGA-HT-8111-01A-01-BS1.2b4fbf35-e1d5-4dd1-842d-d466701ae9af.svs	Biospecimen	Slide Image	TCGA-LGG	TCGA-HT-8111	TCGA-HT-8111-01A	Primary Tumor
9c8f5f9b-640f-449d-9db0-17cbf96aa96e	TCGA-E1-5305-01A-01-TS1.348f4ea0-e9ed-473c-8a0f-0e104fe74fc6.svs	Biospecimen	Slide Image	TCGA-LGG	TCGA-E1-5305	TCGA-E1-5305-01A	Primary Tumor
8ec65410-8f12-4bb8-9614-91106c9a9689	TCGA-HT-8019-01A-01-BS1.76317500-ac06-4a6c-bce6-f0ab952d32db.svs	Biospecimen	Slide Image	TCGA-LGG	TCGA-HT-8019	TCGA-HT-8019-01A	Primary Tumor
66149d17-f15d-4a61-a6f6-2eb2b93da119	TCGA-IK-7675-01A-01-BS1.4a011faf-664c-4d71-bda8-1354b48960d7.svs	Biospecimen	Slide Image	TCGA-LGG	TCGA-IK-7675	TCGA-IK-7675-01A	Primary Tumor
253def91-0e55-4e12-ad00-d79a7cc6b6eb	TCGA-FG-A60K-01A-01-TS1.9AC5D27E-3CC1-4B91-8C94-AE207BAC2F59.svs	Biospecimen	Slide Image	TCGA-LGG	TCGA-FG-A60K	TCGA-FG-A60K-01A	Primary Tumor
5eabae02-137e-46d4-b010-8b706ffdbbea	TCGA-IK-7675-01A-01-TS1.b6881dd0-e2dd-4b32-853c-9729ce0a02f3.svs	Biospecimen	Slide Image	TCGA-LGG	TCGA-IK-7675	TCGA-IK-7675-01A	Primary Tumor
bca5bcce-cc15-4aa5-bda6-3bcfdcc884f3	TCGA-VM-A8C8-01A-01-TS1.8AEC5340-6CA5-4B80-915E-87E6A762BD9A.svs	Biospecimen	Slide Image	TCGA-LGG	TCGA-VM-A8C8	TCGA-VM-A8C8-01A	Primary Tumor
e69288b0-4b58-470f-b543-51de93cee555	TCGA-FG-A6J3-01A-01-TS1.8CF02F0A-B653-4A66-8608-221F8AFABDAD.svs	Biospecimen	Slide Image	TCGA-LGG	TCGA-FG-A6J3	TCGA-FG-A6J3-01A	Primary Tumor
e08a2422-df3c-454a-a5cd-53ec41e3caa7	TCGA-HT-7684-01A-01-BS1.c6d0be2f-c754-43d5-a9a4-7f17700ce516.svs	Biospecimen	Slide Image	TCGA-LGG	TCGA-HT-7684	TCGA-HT-7684-01A	Primary Tumor
